ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
above head;NBA;G;0;1;no;85.25;7.05
above head;NBA;G;0;1;no;82.22;5.05
above head;NBA;G;0;1;no;67.37;4.07
above head;NBA;G;1;1;no;54.79;6.73
above head;NBA;G;1;1;no;32.36;2.44
above head;NBA;G;0;1;no;6.6;4.74
above head;NBA;G;0;1;no;81.23;4.85
layup;NBA;F;0;1;no;63.73;0.42
hook shot;NBA;F;0;1;no;9.14;1.03
above head;NBA;C;0;1;no;62.14;3.94
above head;NBA;C;0;1;no;43.82;3.77
hook shot;NBA;C;0;1;no;80.73;2.54
above head;NBA;G;1;1;no;60.39;5.51
hook shot;NBA;G;0;0;no;6.47;0.97
hook shot;NBA;G;0;1;no;63.52;0.67
above head;NBA;G;0;0;no;22.35;0.86
layup;NBA;G;1;0;dribble or cut;66.64;0.47
above head;NBA;G;0;1;no;40.94;6.23
other;NBA;G;0;0;dribble or cut;55.64;3.16
above head;NBA;G;0;1;no;10.32;4.56
layup;NBA;G;0;0;dribble or cut;36.37;0.92
hook shot;NBA;G;0;1;no;30.25;1.62
tip-in;NBA;G;0;1;no;57.45;0.45
above head;NBA;G;0;1;no;47.79;5.36
layup;NBA;F;1;1;no;56.77;1.95
above head;NBA;F;0;1;no;32.06;7.18
above head;NBA;F;0;1;no;48.1;7.46
above head;NBA;F;0;1;no;34.6;7.19
layup;NBA;F;1;0;dribble or cut;10.11;3.1
above head;NBA;F;0;0;no;56.45;1.44
hook shot;NBA;F;0;1;no;42.79;1.68
layup;NBA;F;0;1;no;55.76;0.92
above head;NBA;F;0;1;no;41.68;1.8
layup;NBA;G;1;0;dribble or cut;46.38;0.75
above head;NBA;G;0;1;no;43.38;5.94
above head;NBA;G;0;1;no;39.07;4.15
above head;NBA;G;1;1;no;26.4;7.1
above head;NBA;G;0;1;no;5.15;7.88
above head;NBA;G;0;1;no;30.53;5.46
layup;NBA;G;0;1;no;13.7;1.84
layup;NBA;F;0;1;no;11.85;0.53
hook shot;NBA;F;0;1;no;3.38;1.84
layup;NBA;F;0;1;no;53.02;0.95
above head;NBA;F;0;1;no;2.01;4.65
hook shot;NBA;F;0;1;no;19.13;2.82
layup;NBA;F;0;1;no;55.59;0.53
above head;NBA;F;0;1;no;68.17;5.39
hook shot;NBA;F;0;1;no;33.49;1.28
hook shot;NBA;F;0;1;no;15.8;1.8
above head;NBA;F;0;1;no;50.14;3.47
above head;NBA;G;0;1;no;0;4.38
above head;NBA;G;1;1;no;57.48;3.94
above head;NBA;G;1;0;dribble or cut;40.01;0.68
layup;NBA;G;0;0;drive;8.38;0.75
layup;NBA;G;1;0;dribble or cut;43.36;0.71
above head;NBA;G;0;1;no;18.65;1.36
layup;NBA;G;0;0;dribble or cut;30.42;0.54
layup;NBA;G;1;0;dribble or cut;40.88;0.83
above head;NBA;G;0;1;no;50.4;3.32
above head;NBA;G;0;1;no;28.1;7.4
above head;NBA;G;1;1;no;19.39;4.76
above head;NBA;G;0;1;no;0.84;7.46
above head;NBA;G;0;1;no;16.98;1.12
above head;NBA;G;0;1;no;19.43;5.4
layup;NBA;G;1;0;dribble or cut;35.16;0.57
above head;NBA;G;0;1;no;37.36;7.45
above head;NBA;G;0;0;dribble or cut;50.47;0.99
layup;NBA;G;0;0;dribble or cut;66.64;0.47
above head;NBA;G;1;1;no;46.87;5.59
above head;NBA;G;1;1;no;24.98;2.58
above head;NBA;G;0;0;no;51.55;0.83
other;NBA;G;1;0;dribble or cut;17.48;0.54
other;NBA;G;0;0;dribble or cut;44.2;2.03
layup;NBA;G;1;0;dribble or cut;61.97;0.99
other;NBA;G;0;0;dribble or cut;0.94;3.33
above head;NBA;G;0;1;no;14.85;7.43
above head;NBA;G;0;1;no;16.14;5.87
other;NBA;G;0;0;dribble or cut;40.47;3.94
other;NBA;G;0;1;no;36.21;4.33
above head;NBA;G;0;1;no;52.4;7.35
layup;NBA;G;0;0;dribble or cut;48.7;0.87
above head;NBA;G;0;1;no;28.27;8.16
above head;SLO1;G;0;0;no;1.47;2.09
above head;SLO1;G;1;1;no;71.31;7.18
above head;SLO1;G;0;1;no;21.95;7.88
layup;SLO1;G;0;1;no;53.65;2.79
layup;SLO1;G;0;0;dribble or cut;45.13;1.97
above head;SLO1;G;0;1;no;71.21;4.64
above head;SLO1;G;0;1;no;13.74;5.64
other;SLO1;G;0;0;drive;1.15;2.68
layup;SLO1;G;0;0;dribble or cut;39.75;1.17
above head;SLO1;G;1;1;no;75.27;7.15
above head;SLO1;G;0;0;dribble or cut;13.54;4.8
above head;SLO1;G;0;1;no;41.17;8.14
above head;SLO1;G;0;1;no;23.13;7.36
layup;SLO1;G;1;0;dribble or cut;2.88;1.06
layup;SLO1;G;0;0;dribble or cut;0;2.52
layup;SLO1;G;0;0;dribble or cut;0;3.65
above head;SLO1;G;0;1;no;34.94;7.67
above head;SLO1;G;0;1;no;2.5;7.37
above head;SLO1;G;0;1;no;21.19;7.26
above head;SLO1;G;0;1;no;10.86;5.69
above head;SLO1;G;0;1;no;41.52;7.68
above head;SLO1;G;0;1;no;31.24;8.68
above head;SLO1;F;0;1;no;56.73;1.15
above head;SLO1;F;0;0;dribble or cut;45.21;1.51
above head;SLO1;F;0;1;no;56.73;1.15
above head;SLO1;G;0;1;no;5.53;5.56
layup;SLO1;G;0;0;dribble or cut;61.67;2.92
above head;SLO1;G;0;1;no;32.86;8
above head;SLO1;G;0;1;no;15.83;5.3
above head;SLO1;G;0;1;no;71.06;5.27
above head;SLO1;G;0;1;no;0;5.53
above head;SLO1;G;0;1;no;21.32;5.3
above head;SLO1;G;0;1;no;84.34;5.87
above head;SLO1;G;0;1;no;0.85;7.2
above head;SLO1;G;0;1;no;8.77;5.27
above head;SLO1;F;0;1;no;85.17;6.88
above head;SLO1;F;0;1;no;16.82;1.11
above head;SLO1;F;0;1;no;63.03;7.21
above head;SLO1;F;0;1;no;85.17;6.88
hook shot;SLO1;F;0;1;no;57.56;1.08
above head;SLO1;F;0;1;no;0.43;7.15
above head;SLO1;F;0;1;no;66.63;1.46
layup;SLO1;F;0;1;no;35.89;0.91
above head;SLO1;F;0;1;no;65.19;3.3
above head;SLO1;F;0;1;no;68.13;4.44
above head;SLO1;F;0;1;no;43.5;7.63
above head;SLO1;F;0;1;no;23.3;7.31
layup;SLO1;F;0;0;drive;0;0.2
above head;SLO1;F;0;1;no;73.39;0.89
hook shot;SLO1;F;0;1;no;8.38;0.37
above head;SLO1;F;0;1;no;74.31;0.95
above head;SLO1;F;0;1;no;63.81;7.04
hook shot;SLO1;F;0;1;no;77.97;2.52
above head;SLO1;F;1;0;no;45.15;1.81
above head;SLO1;F;0;1;no;68.12;6.18
above head;SLO1;F;1;0;dribble or cut;28.99;1.22
hook shot;SLO1;F;0;1;no;32.7;0.5
above head;SLO1;F;0;0;no;0;1.33
above head;SLO1;F;0;1;no;80.82;7
other;SLO1;F;0;0;dribble or cut;0;1.06
above head;SLO1;F;0;1;no;86.57;6.98
other;SLO1;F;0;0;no;4.6;1.34
above head;SLO1;F;0;1;no;41.87;2.01
layup;SLO1;F;0;0;drive;26.62;2.03
above head;SLO1;F;0;1;no;68.75;7.24
above head;SLO1;F;0;1;no;65.54;7.12
above head;SLO1;F;0;1;no;66.92;1.34
above head;SLO1;F;0;1;no;47.29;7.36
other;SLO1;F;1;0;dribble or cut;0;1.22
above head;SLO1;F;0;1;no;59.8;7.25
above head;SLO1;F;0;1;no;10.27;7.21
above head;SLO1;F;0;1;no;47.37;7.14
tip-in;SLO1;F;0;1;no;45.46;0.9
above head;SLO1;F;0;1;no;54.61;7.23
above head;SLO1;F;0;1;no;49.52;7.11
above head;SLO1;F;0;1;no;21.19;7.26
above head;SLO1;G;0;1;no;7.95;5.42
above head;SLO1;G;0;1;no;0.55;5.53
other;SLO1;F;0;1;no;36.61;1.26
above head;SLO1;G;0;1;no;38.06;7.3
above head;SLO1;G;0;1;no;71.65;4.23
layup;SLO1;G;0;1;no;44.01;1.93
above head;SLO1;G;0;1;no;81.25;6.99
above head;SLO1;G;0;1;no;88.35;7.02
layup;SLO1;G;1;0;dribble or cut;61.07;1.53
layup;SLO1;G;0;0;dribble or cut;45.46;0.9
above head;SLO1;F;0;1;no;9.23;2
layup;SLO1;F;0;0;dribble or cut;51.86;1.63
hook shot;SLO1;F;0;1;no;0;1.28
above head;SLO1;F;0;1;no;2.1;7.31
above head;SLO1;F;0;1;no;17.45;7.32
above head;SLO1;F;0;1;no;66.16;7.03
hook shot;SLO1;F;0;1;no;48.91;1.21
hook shot;SLO1;F;0;1;no;28.54;2.13
above head;SLO1;F;0;1;no;60.91;0.86
above head;SLO1;F;0;1;no;28.9;7.43
above head;SLO1;F;0;1;no;86.13;6.98
above head;SLO1;F;0;1;no;55.31;7.17
above head;SLO1;F;0;1;no;12.62;5.39
above head;SLO1;F;0;1;no;28.94;5.65
above head;SLO1;F;0;1;no;2.08;7.37
above head;SLO1;F;1;1;no;48;0.87
above head;SLO1;G;0;1;no;0.56;5.48
above head;SLO1;G;0;1;no;48.41;4.44
above head;SLO1;G;0;1;no;42.25;7.33
above head;SLO1;G;0;1;no;31.03;7.27
above head;SLO1;G;0;1;no;35.95;7.3
above head;SLO1;G;0;1;no;21.57;6.7
above head;SLO1;G;0;1;no;75.68;7.13
layup;SLO1;G;0;0;drive;12.69;2.19
above head;SLO1;G;0;0;dribble or cut;46.51;2.95
above head;SLO1;G;0;1;no;2.54;7.26
layup;SLO1;G;1;0;dribble or cut;61.2;0.98
layup;SLO1;G;0;0;dribble or cut;33.07;0.88
above head;SLO1;G;0;1;no;41.88;7.14
layup;SLO1;G;0;0;dribble or cut;42.56;1.66
above head;SLO1;G;0;1;no;42.82;6.15
above head;SLO1;G;0;1;no;84.33;6.94
above head;SLO1;G;0;1;no;69.03;5.68
hook shot;SLO1;C;0;1;no;28.04;1.94
layup;SLO1;C;0;1;no;55.21;1.11
hook shot;SLO1;C;0;1;no;0;1.44
hook shot;SLO1;C;0;1;no;52.34;0.95
above head;SLO1;C;0;1;no;86.76;5.47
above head;SLO1;C;0;1;no;82;4.54
hook shot;SLO1;C;0;1;no;23;1.1
above head;SLO1;C;0;1;no;9.04;1.02
layup;SLO1;C;0;1;no;5.93;1.56
above head;SLO1;C;0;1;no;25.99;5.26
dunk;SLO1;C;0;1;no;5.75;1.07
other;SLO1;C;0;1;no;33.26;1.47
hook shot;SLO1;C;0;1;no;28.97;1.77
dunk;SLO1;C;0;1;no;48.3;0.79
tip-in;SLO1;F;0;1;no;59.97;0.62
layup;SLO1;F;0;0;dribble or cut;30.52;2.11
above head;SLO1;F;0;1;no;43.14;7.29
layup;SLO1;F;0;0;drive;36.34;3.53
above head;SLO1;F;0;1;no;66.29;7.2
layup;SLO1;F;0;0;dribble or cut;48.3;0.79
hook shot;SLO1;F;0;0;no;39.71;2.01
above head;SLO1;F;1;1;no;20.1;7.33
hook shot;SLO1;F;0;1;no;27.18;0.47
above head;SLO1;F;0;1;no;28.57;7.28
above head;SLO1;F;0;1;no;76.42;7.05
other;SLO1;F;0;0;no;16.58;2.06
above head;SLO1;F;0;1;no;62.11;2.85
above head;SLO1;F;0;1;no;88.34;6.97
above head;SLO1;F;0;1;no;62.09;6.18
above head;SLO1;F;0;1;no;79.18;2.51
above head;SLO1;F;0;0;no;58.19;2.02
above head;SLO1;F;0;1;no;42.56;7.37
above head;SLO1;F;1;1;no;87.01;6.97
above head;SLO1;F;0;1;no;88.34;6.97
above head;SLO1;F;0;1;no;88.34;6.97
above head;SLO1;F;0;1;no;88.79;7.02
above head;SLO1;F;0;1;no;67.24;7.2
above head;SLO1;F;0;1;no;81.38;7.1
above head;SLO1;F;0;1;no;78.4;7.16
tip-in;SLO1;F;0;1;no;50.27;0.91
above head;SLO1;C;0;1;no;35.56;2.76
above head;SLO1;C;0;1;no;35.56;2.76
above head;SLO1;C;0;1;no;66.03;0.76
above head;SLO1;C;0;1;no;66.03;0.76
layup;SLO1;C;0;1;no;61.2;0.98
layup;SLO1;C;0;1;no;61.2;0.98
tip-in;SLO1;C;1;1;no;6.49;0.47
tip-in;SLO1;C;1;1;no;6.49;0.47
layup;SLO1;C;0;1;no;30.52;0.42
layup;SLO1;C;0;1;no;30.52;0.42
above head;SLO1;C;0;1;no;0;1.01
above head;SLO1;C;0;1;no;0;1.01
dunk;SLO1;C;0;1;no;79.1;1.64
dunk;SLO1;C;0;1;no;79.1;1.64
above head;SLO1;C;0;1;no;17.58;7.27
above head;SLO1;C;0;1;no;17.58;7.27
hook shot;SLO1;C;0;1;no;63.96;1.07
hook shot;SLO1;C;0;1;no;63.96;1.07
above head;SLO1;C;0;1;no;11.91;2.08
above head;SLO1;C;0;1;no;11.91;2.08
layup;SLO1;C;0;1;no;28.35;0.9
layup;SLO1;C;0;1;no;28.35;0.9
hook shot;SLO1;C;0;0;no;45.09;2.27
hook shot;SLO1;C;0;0;no;45.09;2.27
above head;SLO1;C;0;1;no;52.99;0.6
above head;SLO1;C;0;1;no;52.99;0.6
above head;SLO1;C;0;1;no;0.45;6.77
above head;SLO1;C;0;1;no;0.45;6.77
layup;SLO1;C;0;1;no;73.08;1.06
layup;SLO1;C;0;1;no;73.08;1.06
layup;SLO1;C;0;1;no;27.03;0.59
other;SLO1;C;1;0;no;43.46;1.17
layup;SLO1;C;0;1;no;18.83;0.5
above head;SLO1;C;0;1;no;50.76;0.83
other;SLO1;C;0;1;no;50.89;1.17
hook shot;SLO1;C;0;1;no;62.72;1.15
hook shot;SLO1;C;0;1;no;50.76;0.83
above head;SLO1;C;0;0;no;66.26;1.17
above head;SLO1;F;0;0;dribble or cut;45.59;3.67
above head;SLO1;F;0;1;no;0.84;7.31
above head;SLO1;F;0;1;no;42.23;7.25
above head;SLO1;F;0;1;no;69.09;4.19
layup;SLO1;F;1;0;dribble or cut;42.75;1.82
above head;SLO1;F;1;1;no;32.69;9.32
above head;SLO1;F;0;1;no;31.88;7.4
above head;SLO1;F;0;1;no;76.39;4.52
layup;SLO1;F;0;0;drive;65.22;2.54
above head;SLO1;F;0;1;no;42.25;7.33
above head;SLO1;F;0;1;no;43.12;7.21
above head;SLO1;F;0;1;no;30.21;7.77
above head;SLO1;F;0;1;no;20.95;4.19
above head;SLO1;F;0;1;no;38.52;1.29
above head;SLO1;F;0;1;no;11.27;7.4
above head;SLO1;G;0;1;no;49.91;1.4
hook shot;SLO1;G;0;1;no;6.61;1.4
above head;SLO1;F;0;1;no;3.21;0.96
above head;SLO1;F;0;1;no;0;5.53
hook shot;SLO1;G;0;1;no;80.76;0.92
above head;SLO1;C;0;1;no;47.18;1.17
above head;SLO1;F;0;1;no;25.53;1.12
dunk;SLO1;G;0;1;no;63.96;1.07
above head;SLO1;G;0;1;no;20.84;1.66
above head;SLO1;F;0;1;no;36.57;0.99
hook shot;SLO1;G;0;1;no;20.38;1.08
dunk;SLO1;G;0;1;no;6.77;0.91
above head;SLO1;G;0;1;no;81.43;4.61
hook shot;SLO1;C;0;1;no;77.92;1.48
above head;SLO1;G;0;1;no;42.97;0.86
above head;SLO1;G;0;1;no;86.57;6.98
layup;SLO1;G;0;0;dribble or cut;24.8;2.3
layup;SLO1;G;0;0;dribble or cut;46.53;1.62
above head;SLO1;G;0;1;no;23.68;7.34
above head;SLO1;G;0;1;no;28.86;7.55
hook shot;SLO1;G;0;1;no;52.2;1.56
above head;SLO1;G;0;1;no;82.95;6.91
above head;SLO1;G;0;1;no;24.85;7.52
above head;SLO1;G;0;1;no;70.27;5.07
above head;SLO1;G;0;1;no;83.93;7
above head;SLO1;G;0;1;no;44.08;7.78
above head;SLO1;G;0;1;no;24.93;6.1
layup;SLO1;G;1;0;dribble or cut;46.53;1.62
above head;SLO1;G;0;1;no;52.74;7.27
above head;SLO1;G;0;1;no;23.74;5.46
above head;SLO1;G;0;1;no;0;3.22
above head;SLO1;G;0;1;no;39.78;7.2
above head;SLO1;G;0;1;no;27.59;7.52
above head;SLO1;G;1;0;dribble or cut;1.79;1.71
above head;SLO1;G;0;1;no;48.79;7.33
above head;SLO1;G;0;1;no;53.73;7.44
above head;SLO1;G;0;1;no;0.58;5.32
layup;SLO1;G;1;0;dribble or cut;1.79;1.71
above head;SLO1;G;0;1;no;89.57;5.41
above head;SLO1;G;0;0;dribble or cut;1.12;2.73
above head;SLO1;G;0;1;no;11.03;7.28
above head;SLO1;G;1;1;no;63.6;7.24
above head;SLO1;C;0;1;no;68.67;5.29
above head;SLO1;C;0;1;no;77.51;4.17
above head;SLO1;C;0;1;no;27.12;4.58
above head;SLO1;C;0;1;no;43.12;5.96
above head;SLO1;C;0;1;no;70.35;1.08
tip-in;SLO1;C;0;1;no;52.99;0.87
layup;SLO1;C;0;1;no;2.3;1.33
above head;SLO1;C;0;1;no;60.37;4.44
above head;SLO1;C;0;1;no;48.91;1.21
above head;SLO1;C;0;1;no;54.7;0.72
above head;SLO1;C;0;1;no;25.62;4.58
hook shot;SLO1;C;0;1;no;36.34;1.99
hook shot;SLO1;C;0;1;no;69.61;2.74
above head;SLO1;G;0;1;no;66.51;7.13
above head;SLO1;G;0;1;no;88.78;6.97
above head;SLO1;G;0;1;no;11.52;7.24
above head;SLO1;G;0;1;no;88.34;6.97
above head;SLO1;G;0;1;no;6.84;7.2
above head;SLO1;G;0;1;no;87.88;6.92
layup;SLO1;G;1;0;dribble or cut;55.08;1.76
above head;SLO1;G;0;1;no;74.2;7.07
above head;SLO1;G;0;1;no;75.68;7.13
above head;SLO1;G;0;1;no;84.33;6.94
above head;SLO1;C;0;1;no;11.57;2.4
layup;SLO1;C;0;1;no;6.49;0.47
above head;SLO1;C;0;1;no;75.03;4.33
above head;SLO1;C;0;1;no;25.73;7.16
above head;SLO1;C;1;1;no;84.54;4.95
hook shot;SLO1;C;0;1;no;37.02;1.6
other;SLO1;C;0;1;no;52.31;2.71
hook shot;SLO1;C;0;1;no;52.31;2.71
above head;SLO1;C;0;1;no;61.13;4.1
above head;SLO1;C;0;1;no;69.15;5.56
above head;SLO1;C;0;1;no;26.12;7.3
above head;SLO1;C;0;1;no;0.43;7.15
hook shot;SLO1;C;0;1;no;80.39;2.5
above head;SLO1;C;0;1;no;41.88;7.14
above head;SLO1;C;0;1;no;26.31;7.37
above head;SLO1;C;0;1;no;86.79;6.49
above head;SLO1;C;0;1;no;5.73;1.61
above head;SLO1;C;0;1;no;37.28;1.95
other;SLO1;C;0;1;no;37.08;1.33
above head;SLO1;C;0;1;no;63.9;1.19
above head;SLO1;C;0;1;no;49.52;7.11
layup;SLO1;C;1;1;no;65.38;1
hook shot;SLO1;C;0;0;no;1.64;1.87
above head;SLO1;C;1;1;no;0.72;4.24
above head;SLO1;C;0;1;no;44.93;7.21
above head;SLO1;G;0;1;no;87.88;6.92
other;SLO1;F;0;1;no;49.49;1.06
layup;SLO1;F;1;0;dribble or cut;51.64;1.37
hook shot;SLO1;F;0;1;no;23.85;0.4
layup;SLO1;F;0;1;no;33.3;1.66
above head;SLO1;F;0;1;no;5.3;4.64
layup;SLO1;F;0;0;drive;34.69;0.38
above head;SLO1;F;0;1;no;1.38;4.46
dunk;SLO1;C;0;1;no;45.58;0.75
hook shot;SLO1;C;0;0;no;61.07;1.53
layup;SLO1;C;0;1;no;49.55;1.97
dunk;SLO1;C;1;1;no;59.02;1.12
above head;SLO1;C;0;1;no;11.39;1.08
hook shot;SLO1;C;0;1;no;81.77;1.79
hook shot;SLO1;C;0;1;no;23.67;3.34
hook shot;SLO1;C;0;1;no;54.7;0.72
above head;SLO1;C;0;1;no;55.84;0.65
above head;SLO1;C;0;1;no;86.73;1.18
hook shot;SLO1;C;0;1;no;49.85;0.98
hook shot;SLO1;C;0;1;no;54.23;0.99
hook shot;SLO1;C;0;1;no;40.64;0.9
hook shot;SLO1;C;0;1;no;40.64;0.9
above head;SLO1;C;0;0;no;20.1;1.25
other;SLO1;C;0;1;no;40.58;1.4
above head;SLO1;G;0;1;no;28.05;5.35
above head;SLO1;G;0;1;no;43.73;7.28
above head;SLO1;G;0;1;no;50.08;7.19
other;SLO1;G;0;1;no;18.5;7.76
above head;SLO1;G;0;1;no;27.47;5.69
above head;SLO1;G;0;1;no;1.26;7.31
above head;SLO1;G;0;0;no;2.55;2.41
above head;SLO1;G;0;1;no;22.13;7.25
above head;SLO1;G;0;1;no;35.7;7.34
above head;SLO1;G;0;1;no;40.28;8.45
above head;SLO1;G;0;1;no;0.84;7.31
above head;SLO1;G;0;1;no;34.43;7.3
above head;SLO1;G;0;1;no;25.18;7.3
above head;SLO1;G;0;1;no;78.31;7.11
above head;SLO1;G;0;1;no;39.89;7.35
other;SLO1;G;0;0;no;76.5;2.48
above head;SLO1;G;0;1;no;76.53;7.11
layup;SLO1;G;0;0;drive;74.45;1.56
above head;SLO1;G;0;0;dribble or cut;17.21;2.35
above head;SLO1;G;0;1;no;42.54;7.29
above head;SLO1;G;0;1;no;79.08;7.04
above head;SLO1;G;0;1;no;80.67;6.89
above head;SLO1;G;0;1;no;82.61;6.59
above head;SLO1;G;0;1;no;0.85;7.2
other;SLO1;G;0;0;drive;26.61;2.15
layup;SLO1;G;0;0;dribble or cut;63.01;2.22
above head;SLO1;G;0;1;no;64.02;4.89
above head;SLO1;G;1;1;no;50.35;7.24
above head;SLO1;G;0;1;no;21.82;7.35
hook shot;SLO1;G;0;1;no;63.96;1.07
layup;SLO1;G;0;0;drive;67.84;1.68
above head;SLO1;G;0;1;no;80.31;6.96
hook shot;SLO1;F;0;1;no;0;1.28
above head;SLO1;F;0;1;no;67.02;7.27
layup;SLO1;F;0;1;no;31.48;1.44
hook shot;SLO1;F;0;1;no;34.58;2.08
layup;SLO1;F;1;1;no;2.88;1.06
above head;SLO1;F;0;1;no;1.68;7.31
above head;SLO1;F;0;1;no;12.01;1.8
hook shot;SLO1;F;0;1;no;66.78;3.79
hook shot;SLO1;F;1;1;no;43.74;1.47
above head;SLO1;F;0;1;no;12.67;7.33
above head;SLO1;F;1;0;no;24.74;1.41
above head;SLO1;G;0;1;no;86.57;6.98
other;SLO1;G;0;0;no;53.45;1.33
above head;SLO1;G;0;0;dribble or cut;62.05;2.73
above head;SLO1;G;0;1;no;64.94;2.13
above head;SLO1;G;0;1;no;34.54;7.37
above head;SLO1;G;0;1;no;3.81;4.84
above head;SLO1;G;0;1;no;51.04;5.37
above head;SLO1;G;0;1;no;20.96;3.45
hook shot;SLO1;G;1;0;no;76.5;2.48
other;SLO1;G;0;0;no;1.74;1.76
layup;SLO1;G;1;0;dribble or cut;50.52;1.25
above head;SLO1;G;0;1;no;39.73;7.54
above head;SLO1;G;0;1;no;77.47;7.13
above head;SLO1;G;0;1;no;76.29;5.62
layup;SLO1;G;0;1;no;50.89;1.17
above head;SLO1;G;0;1;no;45.7;3.22
above head;SLO1;G;1;1;no;82.61;4.92
layup;SLO1;G;0;0;dribble or cut;51.6;2.67
above head;SLO1;G;0;1;no;1.26;7.31
layup;SLO1;G;0;0;dribble or cut;1.92;1.6
layup;SLO1;G;0;0;dribble or cut;2.4;1.28
layup;SLO1;G;0;1;no;65.81;1.94
above head;SLO1;G;1;1;no;53.57;1.07
layup;SLO1;C;0;1;no;43.36;1.09
above head;SLO1;C;0;1;no;30.52;0.42
layup;SLO1;C;0;0;drive;67.02;0.93
layup;SLO1;C;0;1;no;0;1.12
hook shot;SLO1;C;1;1;no;30.52;0.42
layup;SLO1;C;0;1;no;4.6;1.34
above head;SLO1;C;0;1;no;16;1.55
above head;SLO1;C;0;1;no;13.87;5.81
layup;SLO1;C;0;0;dribble or cut;43.54;1.24
hook shot;SLO1;C;0;1;no;54.23;0.99
above head;SLO1;C;0;1;no;41.49;1.13
hook shot;SLO1;C;0;1;no;57.86;0.89
layup;SLO1;C;0;0;dribble or cut;23.24;2.04
above head;SLO1;C;0;1;no;86.41;0.21
hook shot;SLO1;C;0;1;no;58.14;1.2
above head;SLO1;G;0;1;no;80.44;5.43
above head;SLO1;G;1;1;no;81.75;7.04
above head;SLO1;G;0;1;no;8.21;8.26
above head;SLO1;G;0;1;no;26.14;7.78
layup;SLO1;G;0;0;dribble or cut;45.23;1.43
above head;SLO1;G;0;1;no;27.61;7.4
layup;SLO1;G;1;0;dribble or cut;49.85;0.98
above head;SLO1;G;0;1;no;80.2;4.35
above head;SLO1;G;0;1;no;50.47;7.08
above head;SLO1;G;0;1;no;0;3.97
above head;SLO1;G;0;1;no;14.56;5.33
above head;SLO1;G;0;1;no;15.28;7.52
above head;SLO1;G;0;1;no;61.09;4.65
above head;SLO1;G;0;1;no;1.6;7.69
layup;SLO1;G;1;0;dribble or cut;49.96;2.24
above head;SLO1;G;0;1;no;23.42;7.14
above head;SLO1;G;0;1;no;27.54;7.88
above head;SLO1;G;0;1;no;17.45;7.32
above head;SLO1;G;0;1;no;29.1;5.84
above head;SLO1;G;0;1;no;45.24;7.09
layup;SLO1;G;0;0;dribble or cut;1.92;1.6
above head;SLO1;G;0;1;no;30.67;7.25
above head;SLO1;F;0;1;no;40.97;0.98
other;SLO1;F;0;1;no;82.89;6.86
above head;SLO1;F;0;1;no;86.93;4.77
hook shot;SLO1;F;0;1;no;68.24;0.98
other;SLO1;F;0;1;no;2.59;7.1
layup;SLO1;F;0;0;dribble or cut;87.37;6.76
above head;SLO1;F;0;1;no;64.86;4.91
layup;SLO1;F;1;0;dribble or cut;10.1;0.92
layup;SLO1;F;0;0;drive;23.85;0.4
hook shot;SLO1;F;0;1;no;48.91;1.21
above head;SLO1;F;0;1;no;49.02;7.45
layup;SLO1;F;0;1;no;65.66;2.06
hook shot;SLO1;F;0;1;no;34.6;1.23
layup;SLO1;C;0;1;no;36.61;1.26
dunk;SLO1;C;0;1;no;24.15;1.05
dunk;SLO1;C;0;1;no;41.49;1.13
dunk;SLO1;C;0;1;no;58.14;1.2
dunk;SLO1;C;0;1;no;3.04;1.01
above head;SLO1;C;0;1;no;1.79;1.71
above head;SLO1;C;0;1;no;46.61;1.55
dunk;SLO1;C;0;1;no;64.04;0.95
hook shot;SLO1;C;0;1;no;6.06;1.02
above head;SLO1;C;0;1;no;64.61;1.6
layup;SLO1;C;0;1;no;5.29;0.58
dunk;SLO1;C;0;1;no;52.34;0.95
above head;SLO1;F;0;1;no;87.7;5.04
other;SLO1;F;1;1;no;73.83;0.73
above head;SLO1;F;0;1;no;43.1;5.88
above head;SLO1;F;0;1;no;34.6;6.13
hook shot;SLO1;F;0;1;no;15.35;1.21
above head;SLO1;F;1;1;no;31.88;9.43
layup;SLO1;G;0;0;dribble or cut;50.52;1.25
layup;SLO1;G;1;0;dribble or cut;56.84;0.96
layup;SLO1;G;0;0;dribble or cut;6.4;0.96
layup;SLO1;G;0;0;dribble or cut;64.84;1.36
other;SLO1;G;0;1;no;52.4;2.1
layup;SLO1;G;1;0;dribble or cut;56;1.23
above head;SLO1;G;0;1;no;54.31;5.15
layup;SLO1;G;1;0;dribble or cut;48.3;0.79
layup;SLO1;G;0;0;drive;60.04;1.05
layup;SLO1;G;0;0;dribble or cut;65.27;0.35
above head;SLO1;G;0;1;no;46.07;7.59
layup;SLO1;G;0;0;dribble or cut;34.6;1.23
above head;SLO1;G;1;1;no;39.96;1.67
layup;SLO1;G;0;0;drive;36.2;1.45
above head;SLO1;G;0;1;no;33.73;7.24
above head;SLO1;G;0;1;no;71.85;4.62
above head;SLO1;G;0;1;no;25.43;7.74
above head;SLO1;G;0;1;no;52.68;3.97
above head;SLO1;G;0;1;no;64.74;7.29
above head;SLO1;G;0;1;no;24.65;7.45
above head;SLO1;G;0;1;no;69.8;7.14
above head;SLO1;G;0;1;no;61.29;7.15
above head;SLO1;G;0;1;no;1.27;4.83
layup;SLO1;G;1;0;dribble or cut;33.87;1.35
